did,vid,d_county,v_county,d_route,v_route,id,route_number,route_suffix,county,vhd_rank,annual_vhd_35,annual_vmt,year_
219,57291,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
219,57292,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
219,57293,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
219,57294,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
219,57295,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
219,57296,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
219,57297,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
219,57298,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
219,57299,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
219,57300,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
219,57301,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
219,57302,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
219,57303,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
219,57304,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
219,57305,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
219,57306,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
219,57307,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
219,57308,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
219,57309,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
219,57310,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
219,57311,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
219,57312,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
219,57313,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
219,57314,"Los Angeles",LA,14,14,219,14,,"Los Angeles",54,551,1,2015
295,58300,"Los Angeles",LA,47,47,295,47,,"Los Angeles",130,11,66,2015
295,58301,"Los Angeles",LA,47,47,295,47,,"Los Angeles",130,11,66,2015
295,58302,"Los Angeles",LA,47,47,295,47,,"Los Angeles",130,11,66,2015
295,58303,"Los Angeles",LA,47,47,295,47,,"Los Angeles",130,11,66,2015
295,58304,"Los Angeles",LA,47,47,295,47,,"Los Angeles",130,11,66,2015
295,58305,"Los Angeles",LA,47,47,295,47,,"Los Angeles",130,11,66,2015
187,58598,"Los Angeles",LA,57,57,187,57,,"Los Angeles",22,1,762,2015
187,58599,"Los Angeles",LA,57,57,187,57,,"Los Angeles",22,1,762,2015
187,58600,"Los Angeles",LA,57,57,187,57,,"Los Angeles",22,1,762,2015
187,58601,"Los Angeles",LA,57,57,187,57,,"Los Angeles",22,1,762,2015
187,58602,"Los Angeles",LA,57,57,187,57,,"Los Angeles",22,1,762,2015
187,58603,"Los Angeles",LA,57,57,187,57,,"Los Angeles",22,1,762,2015
187,58604,"Los Angeles",LA,57,57,187,57,,"Los Angeles",22,1,762,2015
187,58605,"Los Angeles",LA,57,57,187,57,,"Los Angeles",22,1,762,2015
187,58606,"Los Angeles",LA,57,57,187,57,,"Los Angeles",22,1,762,2015
187,58607,"Los Angeles",LA,57,57,187,57,,"Los Angeles",22,1,762,2015
187,58608,"Los Angeles",LA,57,57,187,57,,"Los Angeles",22,1,762,2015
187,58609,"Los Angeles",LA,57,57,187,57,,"Los Angeles",22,1,762,2015
187,58610,"Los Angeles",LA,57,57,187,57,,"Los Angeles",22,1,762,2015
187,58611,"Los Angeles",LA,57,57,187,57,,"Los Angeles",22,1,762,2015
187,58612,"Los Angeles",LA,57,57,187,57,,"Los Angeles",22,1,762,2015
187,58613,"Los Angeles",LA,57,57,187,57,,"Los Angeles",22,1,762,2015
187,58614,"Los Angeles",LA,57,57,187,57,,"Los Angeles",22,1,762,2015
187,58615,"Los Angeles",LA,57,57,187,57,,"Los Angeles",22,1,762,2015
187,58616,"Los Angeles",LA,57,57,187,57,,"Los Angeles",22,1,762,2015
173,58690,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58691,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58692,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58693,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58694,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58695,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58696,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58697,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58698,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58699,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58700,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58701,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58702,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58703,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58704,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58705,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58706,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58707,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58708,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58709,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58710,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58711,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58712,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58713,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58714,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58715,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58716,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58717,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
173,58718,"Los Angeles",LA,60,60,173,60,,"Los Angeles",8,3,2,2015
226,58968,"Los Angeles",LA,71,71,226,71,,"Los Angeles",61,435,242,2015
226,58969,"Los Angeles",LA,71,71,226,71,,"Los Angeles",61,435,242,2015
226,58970,"Los Angeles",LA,71,71,226,71,,"Los Angeles",61,435,242,2015
226,58971,"Los Angeles",LA,71,71,226,71,,"Los Angeles",61,435,242,2015
226,58972,"Los Angeles",LA,71,71,226,71,,"Los Angeles",61,435,242,2015
226,58973,"Los Angeles",LA,71,71,226,71,,"Los Angeles",61,435,242,2015
226,58974,"Los Angeles",LA,71,71,226,71,,"Los Angeles",61,435,242,2015
226,58975,"Los Angeles",LA,71,71,226,71,,"Los Angeles",61,435,242,2015
226,58976,"Los Angeles",LA,71,71,226,71,,"Los Angeles",61,435,242,2015
226,58977,"Los Angeles",LA,71,71,226,71,,"Los Angeles",61,435,242,2015
226,58978,"Los Angeles",LA,71,71,226,71,,"Los Angeles",61,435,242,2015
304,59648,"Los Angeles",LA,90,90,304,90,,"Los Angeles",139,2,64,2015
304,59649,"Los Angeles",LA,90,90,304,90,,"Los Angeles",139,2,64,2015
304,59650,"Los Angeles",LA,90,90,304,90,,"Los Angeles",139,2,64,2015
304,59651,"Los Angeles",LA,90,90,304,90,,"Los Angeles",139,2,64,2015
304,59652,"Los Angeles",LA,90,90,304,90,,"Los Angeles",139,2,64,2015
304,59653,"Los Angeles",LA,90,90,304,90,,"Los Angeles",139,2,64,2015
190,59667,"Los Angeles",LA,91,91,190,91,,"Los Angeles",25,1,1,2015
190,59668,"Los Angeles",LA,91,91,190,91,,"Los Angeles",25,1,1,2015
190,59669,"Los Angeles",LA,91,91,190,91,,"Los Angeles",25,1,1,2015
190,59670,"Los Angeles",LA,91,91,190,91,,"Los Angeles",25,1,1,2015
190,59671,"Los Angeles",LA,91,91,190,91,,"Los Angeles",25,1,1,2015
190,59672,"Los Angeles",LA,91,91,190,91,,"Los Angeles",25,1,1,2015
190,59673,"Los Angeles",LA,91,91,190,91,,"Los Angeles",25,1,1,2015
190,59674,"Los Angeles",LA,91,91,190,91,,"Los Angeles",25,1,1,2015
190,59675,"Los Angeles",LA,91,91,190,91,,"Los Angeles",25,1,1,2015
190,59676,"Los Angeles",LA,91,91,190,91,,"Los Angeles",25,1,1,2015
190,59677,"Los Angeles",LA,91,91,190,91,,"Los Angeles",25,1,1,2015
190,59678,"Los Angeles",LA,91,91,190,91,,"Los Angeles",25,1,1,2015
190,59679,"Los Angeles",LA,91,91,190,91,,"Los Angeles",25,1,1,2015
190,59680,"Los Angeles",LA,91,91,190,91,,"Los Angeles",25,1,1,2015
190,59681,"Los Angeles",LA,91,91,190,91,,"Los Angeles",25,1,1,2015
190,59682,"Los Angeles",LA,91,91,190,91,,"Los Angeles",25,1,1,2015
190,59683,"Los Angeles",LA,91,91,190,91,,"Los Angeles",25,1,1,2015
190,59684,"Los Angeles",LA,91,91,190,91,,"Los Angeles",25,1,1,2015
190,59685,"Los Angeles",LA,91,91,190,91,,"Los Angeles",25,1,1,2015
190,59686,"Los Angeles",LA,91,91,190,91,,"Los Angeles",25,1,1,2015
190,59687,"Los Angeles",LA,91,91,190,91,,"Los Angeles",25,1,1,2015
190,59688,"Los Angeles",LA,91,91,190,91,,"Los Angeles",25,1,1,2015
168,60128,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60129,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60130,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60131,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60132,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60133,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60134,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60135,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60136,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60137,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60138,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60139,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60140,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60141,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60142,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60143,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60144,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60145,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60146,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60147,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60148,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60149,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60150,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60151,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60152,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60153,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60154,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60155,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60156,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60157,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60158,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60159,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60160,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60161,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60162,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60163,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60164,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60165,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60166,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60167,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60168,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60169,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60170,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60171,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60172,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60173,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60174,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60175,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60176,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60177,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60178,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
168,60179,"Los Angeles",LA,101,101,168,101,,"Los Angeles",3,7,3,2015
182,60668,"Los Angeles",LA,105,105,182,105,,"Los Angeles",17,2,1,2015
182,60669,"Los Angeles",LA,105,105,182,105,,"Los Angeles",17,2,1,2015
182,60670,"Los Angeles",LA,105,105,182,105,,"Los Angeles",17,2,1,2015
182,60671,"Los Angeles",LA,105,105,182,105,,"Los Angeles",17,2,1,2015
182,60672,"Los Angeles",LA,105,105,182,105,,"Los Angeles",17,2,1,2015
182,60673,"Los Angeles",LA,105,105,182,105,,"Los Angeles",17,2,1,2015
182,60674,"Los Angeles",LA,105,105,182,105,,"Los Angeles",17,2,1,2015
182,60675,"Los Angeles",LA,105,105,182,105,,"Los Angeles",17,2,1,2015
182,60676,"Los Angeles",LA,105,105,182,105,,"Los Angeles",17,2,1,2015
182,60677,"Los Angeles",LA,105,105,182,105,,"Los Angeles",17,2,1,2015
182,60678,"Los Angeles",LA,105,105,182,105,,"Los Angeles",17,2,1,2015
182,60679,"Los Angeles",LA,105,105,182,105,,"Los Angeles",17,2,1,2015
182,60680,"Los Angeles",LA,105,105,182,105,,"Los Angeles",17,2,1,2015
182,60681,"Los Angeles",LA,105,105,182,105,,"Los Angeles",17,2,1,2015
182,60682,"Los Angeles",LA,105,105,182,105,,"Los Angeles",17,2,1,2015
182,60683,"Los Angeles",LA,105,105,182,105,,"Los Angeles",17,2,1,2015
182,60684,"Los Angeles",LA,105,105,182,105,,"Los Angeles",17,2,1,2015
