Variable,S0_Freeway,S0_Arterial,S1_Freeway,S1_Aterial,B_Freeway,B_Arterial,A_Freeway,A_Arterial,VC_Freeway,VC_Arterial
s0,0.83,0.117,0,0.89,-52,-28,1,1,2000,1700
